FBGN	name	chr	start	end	TSS	strand	TPM	biotype....rnaseq.biotype	LAM	HP1	PC	TPM.cut
FBgn0034390	CG15093	chr2R	14663174	14664481	14664481	-1	11.589735	protein_coding	0	0	0	mid
FBgn0034394	CG15096	chr2R	14695841	14702514	14702514	-1	7.309965	protein_coding	0	0	0	mid
FBgn0034396	CG15097	chr2R	14709693	14717204	14717204	-1	23.23192	protein_coding	0	0	0	mid
FBgn0034400	CG15099	chr2R	14724326	14734124	14734124	-1	38.43899	protein_coding	0	0	0	high
FBgn0034417	CG15117	chr2R	15009735	15016746	15016746	-1	1.265585	protein_coding	0	0	0	weak
FBgn0034454	CG15120	chr2R	15385257	15387877	15385257	1	1.326515	protein_coding	0	0	0	weak
FBgn0032860	CG15130	chr2L	20423106	20424660	20424660	-1	141.02735	protein_coding	0	0	0	high
FBgn0040987	CG15139	chr2L	17239359	17239550	17239359	1	2.708345	protein_coding	1	0	0	weak
FBgn0037448	CG15186	chr3R	2304052	2320747	2304052	1	2.54079	protein_coding	1	1	0	weak
FBgn0030296	CG15196	chrX	11303980	11305700	11303980	1	35.89833	protein_coding	0	1	0	high
FBgn0030272	CG15201	chrX	11038153	11038842	11038153	1	59.20784	protein_coding	0	0	0	high
FBgn0030271	CG15202	chrX	11036574	11037788	11036574	1	13.986565	protein_coding	0	0	0	mid
FBgn0030261	CG15203	chrX	10960593	10962114	10960593	1	7.816885	protein_coding	0	1	0	mid
FBgn0040850	CG15210	chrX	10733263	10733928	10733263	1	103.32983	protein_coding	0	0	0	high
FBgn0030234	CG15211	chrX	10666577	10673014	10666577	1	17.459585	protein_coding	0	0	0	mid
FBgn0040842	CG15212	chr3L	5124645	5125227	5124645	1	58.091305	protein_coding	1	0	0	high
FBgn0040843	CG15213	chr3L	5125896	5126320	5126320	-1	41.96661	protein_coding	0	0	0	high
FBgn0030322	CG15220	chrX	11509262	11509873	11509873	-1	6.0724	protein_coding	0	0	0	mid
FBgn0030331	CG15221	chrX	11618373	11630650	11618373	1	2.804065	protein_coding	0	1	0	weak
FBgn0033108	CG15236	chr2R	2715863	2725865	2715863	1	1.17609	protein_coding	1	0	0	weak
FBgn0033104	CG15237	chr2R	2696549	2697252	2697252	-1	23.027215	protein_coding	0	0	0	mid
FBgn0029681	CG15239	chrX	3778205	3784520	3778205	1	1.349845	protein_coding	1	0	0	weak
FBgn0030161	CG15249	chrX	9782323	9783193	9783193	-1	2.84781	protein_coding	1	0	0	weak
FBgn0030167	CG15252	chrX	9872238	9874593	9874593	-1	2.021625	protein_coding	1	0	0	weak
FBgn0028949	CG15254	chr2L	15613948	15614824	15614824	-1	14.04677	protein_coding	1	0	0	mid
FBgn0028526	CG15293	chr2L	14108057	14109304	14109304	-1	1.42432	protein_coding	1	0	0	weak
FBgn0030215	CG15296	chrX	10459875	10460624	10460624	-1	9.57443	protein_coding	0	0	0	mid
FBgn0030174	CG15312	chrX	9949662	9964899	9964899	-1	19.044085	protein_coding	0	0	0	mid
FBgn0030137	CG15317	chrX	9449640	9450577	9450577	-1	12.590305	protein_coding	0	0	0	mid
FBgn0031088	CG15322	chrX	20027823	20032405	20027823	1	1.68415	protein_coding	1	0	0	weak
FBgn0029989	CG15333	chrX	7913553	7915297	7915297	-1	1.33285	protein_coding	1	0	0	weak
FBgn0030014	CG15337	chrX	8054146	8055586	8054146	1	5.17264	protein_coding	0	1	0	weak
FBgn0040928	CG15345	chrX	8291189	8292294	8292294	-1	8.85889	protein_coding	0	0	0	mid
FBgn0030040	CG15347	chrX	8352527	8354927	8354927	-1	5.15332	protein_coding	0	0	0	weak
FBgn0031377	CG15356	chr2L	1976236	1980755	1980755	-1	52.81263	protein_coding	0	0	0	high
FBgn0040719	CG15357	chr2L	1945150	1945709	1945709	-1	1.179705	protein_coding	1	0	1	weak
FBgn0030077	CG15365	chrX	8948731	8962016	8962016	-1	42.51016	protein_coding	0	1	0	high
FBgn0030260	CG1537	chrX	10956060	10957203	10957203	-1	233.466005	protein_coding	0	0	0	high
FBgn0030107	CG15370	chrX	9119489	9120601	9119489	1	4.30333	protein_coding	0	1	0	weak
FBgn0031393	CG15382	chr2L	2155760	2156790	2155760	1	5.26253	protein_coding	0	0	0	weak
FBgn0031403	CG15387	chr2L	2225545	2226840	2226840	-1	9.529285	protein_coding	0	0	0	mid
FBgn0031419	CG15390	chr2L	2374713	2375697	2374713	1	1.995195	protein_coding	0	0	0	weak
FBgn0031446	CG15398	chr2L	2695375	2696437	2696437	-1	21.77608	protein_coding	1	0	0	mid
FBgn0031460	CG15399	chr2L	2770884	2771776	2771776	-1	1.707655	protein_coding	0	1	0	weak
FBgn0031463	CG15400	chr2L	2814336	2815760	2815760	-1	71.63326	protein_coding	1	0	0	high
FBgn0031504	CG15403	chr2L	3128720	3129489	3128720	1	3.51334	protein_coding	1	0	0	weak
FBgn0031517	CG15406	chr2L	3309222	3311682	3309222	1	5.798285	protein_coding	1	1	0	weak
FBgn0031528	CG15412	chr2L	3373567	3375711	3375711	-1	2.010935	protein_coding	0	0	0	weak
FBgn0040705	CG15434	chr2L	4454664	4455207	4454664	1	24.77384	protein_coding	0	0	0	high
FBgn0031610	CG15436	chr2L	4463642	4465075	4463642	1	22.04904	protein_coding	0	0	0	mid
FBgn0031606	CG15439	chr2L	4449289	4453004	4453004	-1	46.013705	protein_coding	0	0	0	high
FBgn0039827	CG1544	chr3R	27022640	27029450	27022640	1	10.824175	protein_coding	1	0	0	mid
FBgn0031155	CG15446	chrX	20970378	20973233	20973233	-1	2.90644	protein_coding	1	1	0	weak
FBgn0030259	CG1545	chrX	10951578	10953652	10953652	-1	117.72666	protein_coding	0	0	0	high
FBgn0040650	CG15456	chrX	20297536	20298104	20298104	-1	48.087775	protein_coding	0	0	0	high
FBgn0040651	CG15458	chrX	20284679	20285226	20285226	-1	1.359335	protein_coding	1	1	0	weak
FBgn0029748	CG15464	chrX	5081005	5081534	5081005	1	98.406425	protein_coding	1	1	0	high
FBgn0029746	CG15465	chrX	5059364	5070541	5059364	1	26.64141	protein_coding	1	0	0	high
FBgn0029719	CG15473	chrX	4546086	4548481	4548481	-1	6.927065	protein_coding	0	0	0	mid
FBgn0029955	CG15478	chrX	7606816	7611961	7611961	-1	4.72356	protein_coding	0	1	0	weak
FBgn0032493	CG15479	chr2L	13233796	13234633	13234633	-1	57.44172	protein_coding	1	0	0	high
FBgn0032489	CG15480	chr2L	13224706	13225206	13225206	-1	66.784175	protein_coding	0	0	0	high
FBgn0032483	CG15482	chr2L	13210773	13211814	13211814	-1	6.128985	protein_coding	0	0	0	mid
FBgn0038892	CG15498	chr3R	17393241	17394871	17394871	-1	6.1174	protein_coding	0	0	0	mid
FBgn0039707	CG15510	chr3R	25661672	25663169	25661672	1	11.54985	protein_coding	1	0	0	mid
FBgn0039719	CG15515	chr3R	25731186	25732170	25731186	1	17.27659	protein_coding	1	0	0	mid
FBgn0039718	CG15517	chr3R	25728986	25729523	25729523	-1	8.18296	protein_coding	1	0	0	mid
FBgn0030258	CG1552	chrX	10946369	10947549	10947549	-1	348.558815	protein_coding	0	1	0	high
FBgn0039727	CG15523	chr3R	25761700	25773929	25761700	1	32.10795	protein_coding	0	0	0	high
FBgn0039752	CG15530	chr3R	26003599	26005903	26003599	1	3.166625	protein_coding	1	0	0	weak
FBgn0039755	CG15531	chr3R	26020512	26021950	26021950	-1	35.81987	protein_coding	0	0	0	high
FBgn0039768	CG15533	chr3R	26254548	26257091	26254548	1	6.864385	protein_coding	1	0	0	mid
FBgn0039769	CG15534	chr3R	26257786	26260861	26257786	1	11.142885	protein_coding	1	0	0	mid
FBgn0039770	CG15537	chr3R	26261033	26269321	26269321	-1	9.125425	protein_coding	1	0	0	mid
FBgn0039804	CG15544	chr3R	26653572	26667756	26653572	1	4.082455	protein_coding	1	0	0	weak
FBgn0039806	CG15545	chr3R	26696780	26698002	26698002	-1	10.931015	protein_coding	1	0	1	mid
FBgn0039807	CG15546	chr3R	26700087	26701908	26701908	-1	6.52428	protein_coding	1	0	0	mid
FBgn0039809	CG15547	chr3R	26707514	26709225	26709225	-1	150.83149	protein_coding	1	0	0	high
FBgn0039839	CG15555	chr3R	27091452	27094233	27091452	1	6.09647	protein_coding	1	0	0	mid
FBgn0039829	CG15561	chr3R	27040530	27041628	27041628	-1	38.695745	protein_coding	0	0	0	high
FBgn0029697	CG15570	chrX	4112203	4117364	4112203	1	1.11959	protein_coding	1	1	0	weak
FBgn0034196	CG15605	chr2R	13013912	13014528	13014528	-1	38.092255	protein_coding	1	0	0	high
FBgn0030317	CG1561	chrX	11475990	11478208	11478208	-1	6.817585	protein_coding	0	0	0	mid
FBgn0031077	CG15618	chrX	19753776	19759557	19759557	-1	5.147135	protein_coding	0	0	0	weak
FBgn0031632	CG15628	chr2L	4821776	4828552	4821776	1	7.400955	protein_coding	0	1	0	mid
FBgn0031630	CG15629	chr2L	4813009	4815891	4813009	1	6.348485	protein_coding	1	0	0	mid
FBgn0031627	CG15630	chr2L	4734592	4794040	4794040	-1	85.76705	protein_coding	0	0	0	high
FBgn0030642	CG15642	chrX	15360217	15361562	15361562	-1	3.07593	protein_coding	0	0	0	weak
FBgn0030654	CG15643	chrX	15464410	15466135	15466135	-1	36.05215	protein_coding	0	0	0	high
FBgn0030665	CG15646	chrX	15562095	15563327	15563327	-1	1.39916	protein_coding	1	1	0	weak
FBgn0034578	CG15653	chr2R	16947285	16948014	16948014	-1	4.072275	protein_coding	0	0	0	weak
FBgn0034595	CG15657	chr2R	17034983	17035658	17035658	-1	2.508495	protein_coding	0	0	0	weak
FBgn0034605	CG15661	chr2R	17102940	17105284	17105284	-1	5.115785	protein_coding	1	0	0	weak
FBgn0034622	CG15666	chr2R	17229490	17233113	17229490	1	2.9026	protein_coding	0	0	0	weak
FBgn0034639	CG15673	chr2R	17495898	17500594	17500594	-1	46.92231	protein_coding	0	0	0	high
FBgn0038832	CG15695	chr3R	16667864	16670709	16667864	1	2.003955	protein_coding	0	1	0	weak
FBgn0034095	CG15701	chr2R	12117722	12121591	12117722	1	2.713995	protein_coding	0	0	0	weak
FBgn0034104	CG15705	chr2R	12168455	12169134	12168455	1	1.06554	protein_coding	1	0	0	weak
FBgn0034120	CG15710	chr2R	12235119	12236032	12236032	-1	1.552925	protein_coding	0	0	0	weak
FBgn0034122	CG15711	chr2R	12251056	12251812	12251812	-1	2.10937	protein_coding	1	0	0	weak
FBgn0030417	CG15725	chrX	12599887	12602877	12599887	1	5.377945	protein_coding	0	1	0	weak
FBgn0030347	CG15739	chrX	11767352	11769379	11767352	1	26.27234	protein_coding	0	1	0	high
FBgn0030340	CG15740	chrX	11736695	11740132	11740132	-1	5.614895	protein_coding	0	1	0	weak
FBgn0030466	CG15744	chrX	13182396	13188469	13182396	1	18.65759	protein_coding	0	0	0	mid
FBgn0030491	CG15753	chrX	13414536	13417594	13414536	1	11.504375	protein_coding	1	0	0	mid
FBgn0030508	CG15760	chrX	13563732	13570265	13563732	1	1.51601	protein_coding	0	0	0	weak
FBgn0029814	CG15765	chrX	5712592	5733606	5712592	1	8.242635	protein_coding	1	0	0	mid
FBgn0029813	CG15766	chrX	5708897	5709853	5709853	-1	2.22472	protein_coding	0	0	0	weak
FBgn0029801	CG15771	chrX	5649671	5653784	5649671	1	41.99901	protein_coding	0	0	0	high
FBgn0029795	CG15773	chrX	5626784	5627857	5626784	1	3.731275	protein_coding	0	0	0	weak
FBgn0038606	CG15803	chr3R	14159008	14186699	14186699	-1	3.107445	protein_coding	0	0	0	weak
FBgn0031292	CG15824	chr2L	878181	885141	885141	-1	25.73478	protein_coding	1	1	0	high
FBgn0032136	CG15828	chr2L	9634201	9656026	9634201	1	6.49473	protein_coding	1	0	0	mid
FBgn0035084	CG15861	chr2R	20830914	20832120	20832120	-1	130.369905	protein_coding	0	0	0	high
FBgn0040528	CG15864	chr3R	4074160	4076046	4074160	1	1.39239	protein_coding	1	0	0	weak
FBgn0033798	CG15870	chr2R	9050868	9051348	9051348	-1	70.0976	protein_coding	0	0	0	high
FBgn0035337	CG15877	chr3L	2376484	2377556	2377556	-1	3.317045	protein_coding	0	0	0	weak
FBgn0035309	CG15879	chr3L	2167550	2169108	2169108	-1	5.602605	protein_coding	1	0	0	weak
FBgn0030983	CG15882	chrX	19017785	19018421	19018421	-1	44.85546	protein_coding	1	1	0	high
FBgn0030576	CG15890	chrX	14651560	14659820	14659820	-1	89.648075	protein_coding	0	0	0	high
FBgn0033085	CG15908	chr2R	2555655	2556243	2555655	1	1.926205	protein_coding	0	0	0	weak
FBgn0029712	CG15912	chrX	4443103	4443990	4443103	1	3.161825	protein_coding	0	0	0	weak
FBgn0038814	CG15923	chr3R	16436973	16442619	16442619	-1	4.64897	protein_coding	0	0	0	weak
FBgn0034129	CG15925	chr2R	12333491	12335019	12333491	1	44.92882	protein_coding	1	0	0	high
FBgn0030389	CG15927	chrX	12348902	12349471	12348902	1	1.760025	protein_coding	1	1	0	weak
FBgn0039844	CG1607	chr3R	27207832	27217622	27207832	1	360.776155	protein_coding	0	0	0	high
FBgn0030027	CG1632	chrX	8146705	8166495	8146705	1	4.038235	protein_coding	0	1	0	weak
FBgn0030030	CG1636	chrX	8167450	8170234	8167450	1	41.63114	protein_coding	0	1	0	high
FBgn0039855	CG1638	chr3R	27416303	27418041	27416303	1	2.48359	protein_coding	0	0	0	weak
FBgn0030816	CG16700	chrX	16985887	16992520	16985887	1	79.31174	protein_coding	0	1	0	high
FBgn0031558	CG16704	chr2L	3692138	3692588	3692588	-1	234.94139	protein_coding	1	1	0	high
FBgn0036032	CG16711	chr3L	9697431	9703429	9697431	1	23.762195	protein_coding	0	0	0	mid
FBgn0031560	CG16713	chr2L	3695032	3695406	3695406	-1	62.00052	protein_coding	1	1	0	high
FBgn0036029	CG16719	chr3L	9678271	9679350	9678271	1	30.782295	protein_coding	0	0	0	high
FBgn0039092	CG16723	chr3R	19419347	19421995	19421995	-1	12.60099	protein_coding	1	0	0	mid
FBgn0038719	CG16727	chr3R	15439103	15441506	15439103	1	5.622605	protein_coding	1	0	0	weak
FBgn0030482	CG1673	chrX	13290926	13295262	13290926	1	170.17392	protein_coding	0	1	0	high
FBgn0034505	CG16739	chr2R	16229533	16230279	16229533	1	7.252265	protein_coding	1	0	0	mid
FBgn0042198	CG16741	chr2R	16234541	16235101	16234541	1	47.85284	protein_coding	1	0	0	high
FBgn0034529	CG16742	chr2R	16511079	16515820	16511079	1	16.526335	protein_coding	0	0	0	mid
FBgn0035393	CG16753	chr3L	3055079	3055842	3055079	1	73.520135	protein_coding	0	0	0	high
FBgn0035348	CG16758	chr3L	2499372	2503606	2503606	-1	8.4385	protein_coding	1	0	0	mid
FBgn0035343	CG16762	chr3L	2474667	2475614	2475614	-1	1.30634	protein_coding	1	0	0	weak
FBgn0032779	CG16771	chr2L	19424090	19429224	19424090	1	6.67682	protein_coding	0	0	0	mid
FBgn0032835	CG16772	chr2L	19962679	19963844	19962679	1	7.251045	protein_coding	1	0	0	mid
FBgn0037698	CG16779	chr3R	5290000	5319399	5319399	-1	2.49041	protein_coding	0	1	0	weak
FBgn0029661	CG16781	chrX	3356503	3358077	3358077	-1	4.678415	protein_coding	1	1	0	weak
FBgn0029659	CG16782	chrX	3353049	3354273	3354273	-1	24.911595	protein_coding	1	1	0	high
FBgn0034974	CG16786	chr2R	19969255	19973679	19969255	1	10.41112	protein_coding	0	1	0	mid
FBgn0034940	CG16787	chr2R	19843858	19844926	19844926	-1	1.980165	protein_coding	0	0	0	weak
FBgn0037712	CG16789	chr3R	5391917	5394911	5391917	1	3.05214	protein_coding	0	0	0	weak
FBgn0037713	CG16790	chr3R	5394796	5395936	5395936	-1	18.764485	protein_coding	0	0	0	mid
FBgn0038881	CG16791	chr3R	17146482	17175306	17175306	-1	321.387355	protein_coding	0	0	0	high
FBgn0032490	CG16813	chr2L	13227853	13228407	13227853	1	8.479135	protein_coding	1	0	0	mid
FBgn0032495	CG16820	chr2L	13246231	13250193	13246231	1	19.421695	protein_coding	1	0	0	mid
FBgn0032503	CG16825	chr2L	13304788	13307807	13304788	1	3.480265	protein_coding	0	0	0	weak
FBgn0026147	CG16833	chr2L	10989305	10997700	10989305	1	20.27957	protein_coding	0	0	0	mid
FBgn0040735	CG16836	chr2R	14276600	14276963	14276600	1	1.786125	protein_coding	1	0	0	weak
FBgn0036574	CG16838	chr3L	16125128	16129791	16125128	1	11.237515	protein_coding	0	0	0	mid
FBgn0028482	CG16857	chr2L	4324573	4331837	4324573	1	20.05693	protein_coding	0	0	0	mid
FBgn0028931	CG16863	chr2L	13790963	13793264	13790963	1	21.164345	protein_coding	0	0	0	mid
FBgn0028904	CG16879	chr2L	14104483	14107461	14104483	1	3.634225	protein_coding	1	0	0	weak
FBgn0030122	CG16892	chrX	9167450	9169387	9167450	1	3.51601	protein_coding	0	0	0	weak
FBgn0035073	CG16896	chr2R	20758930	20762435	20762435	-1	16.8249	protein_coding	0	0	0	mid
FBgn0037741	CG16908	chr3R	5576810	5580408	5580408	-1	29.66313	protein_coding	0	0	0	high
FBgn0033883	CG16935	chr2R	9747854	9749507	9749507	-1	40.56468	protein_coding	0	0	0	high
FBgn0038464	CG16941	chr3R	12825101	12828077	12828077	-1	38.261075	protein_coding	0	0	1	high
FBgn0031816	CG16947	chr2L	6459015	6465669	6465669	-1	92.953625	protein_coding	0	0	0	high
FBgn0036481	CG16959	chr3L	15112978	15118421	15118421	-1	8.206855	protein_coding	1	0	0	mid
FBgn0032387	CG16965	chr2L	11981616	11984380	11981616	1	3.527795	protein_coding	1	0	0	weak
FBgn0033443	CG1698	chr2R	5680848	5685512	5680848	1	8.499355	protein_coding	1	0	0	mid
FBgn0062517	CG16984	chr3L	2595781	2596998	2595781	1	1.51631	protein_coding	0	0	0	weak
FBgn0031412	CG16995	chr2L	2307948	2308872	2307948	1	4.87052	protein_coding	1	0	0	weak
FBgn0031082	CG17003	chrX	19895000	19896129	19896129	-1	15.492785	protein_coding	1	0	0	mid
FBgn0032424	CG17010	chr2L	12356441	12357906	12356441	1	2.511275	protein_coding	1	0	0	weak
FBgn0039972	CG17018	chr2L	22311931	22368776	22311931	1	17.92268	protein_coding	1	1	0	mid
FBgn0036553	CG17027	chr3L	15973200	15974988	15973200	1	8.02235	protein_coding	0	0	0	mid
FBgn0036552	CG17028	chr3L	15971624	15973104	15971624	1	26.077725	protein_coding	0	0	0	high
FBgn0036551	CG17029	chr3L	15969970	15971535	15969970	1	10.62483	protein_coding	0	0	0	mid
FBgn0036547	CG17032	chr3L	15951943	15953709	15951943	1	72.1413	protein_coding	0	0	0	high
FBgn0032449	CG17036	chr2L	12698918	12700640	12700640	-1	26.88032	protein_coding	0	0	0	high
FBgn0033827	CG17047	chr2R	9187107	9189045	9187107	1	3.820795	protein_coding	1	0	0	weak
FBgn0031239	CG17075	chr2L	260379	267505	267505	-1	6.369975	protein_coding	1	0	0	mid
FBgn0039070	CG17083	chr3R	19111815	19113773	19113773	-1	1.43949	protein_coding	0	0	1	weak
FBgn0032276	CG17098	chr2L	10651978	10654499	10651978	1	3.44799	protein_coding	1	0	0	weak
FBgn0039051	CG17109	chr3R	18921413	18922902	18921413	1	2.06755	protein_coding	1	0	0	weak
FBgn0039050	CG17110	chr3R	18919220	18920906	18919220	1	3.25299	protein_coding	1	0	0	weak
FBgn0039045	CG17119	chr3R	18880132	18883268	18883268	-1	14.497195	protein_coding	0	0	0	mid
FBgn0039043	CG17121	chr3R	18870386	18873910	18873910	-1	17.944075	protein_coding	0	0	0	mid
FBgn0035151	CG17129	chr3L	677879	680326	680326	-1	6.77115	protein_coding	0	0	0	mid
FBgn0036447	CG17173	chr3L	14760803	14762383	14762383	-1	9.588965	protein_coding	0	0	0	mid
FBgn0036440	CG17177	chr3L	14690413	14694778	14694778	-1	3.185865	protein_coding	1	0	0	weak
FBgn0031170	CG1718	chrX	21163335	21177692	21177692	-1	17.769775	protein_coding	0	1	0	mid
FBgn0035144	CG17181	chr3L	582824	589272	589272	-1	6.472585	protein_coding	0	0	0	mid
FBgn0037882	CG17187	chr3R	7056339	7057578	7057578	-1	8.945875	protein_coding	0	0	0	mid
FBgn0039485	CG17189	chr3R	22927128	22928639	22927128	1	4.279515	protein_coding	1	1	0	weak
FBgn0040571	CG17193	chr3R	15862143	15881815	15881815	-1	8.74417	protein_coding	0	0	0	mid
FBgn0031168	CG1722	chrX	21121003	21122175	21122175	-1	5.924075	protein_coding	1	1	0	mid
FBgn0046225	CG17230	chr3R	7263507	7291360	7263507	1	1.62566	protein_coding	0	0	0	weak
FBgn0035249	CG17249	chr3L	1645931	1647464	1647464	-1	8.38718	protein_coding	0	0	0	mid
FBgn0031498	CG17260	chr2L	3037411	3038793	3037411	1	15.85444	protein_coding	0	0	0	mid
FBgn0031490	CG17264	chr2L	3018508	3021506	3018508	1	2.749875	protein_coding	1	0	0	weak
FBgn0031488	CG17265	chr2L	2999286	3016069	2999286	1	33.607825	protein_coding	0	0	0	high
FBgn0033089	CG17266	chr2R	2562533	2563465	2563465	-1	13.609495	protein_coding	0	1	0	mid
FBgn0038821	CG17267	chr3R	16563088	16564360	16564360	-1	14.413105	protein_coding	0	0	0	mid
FBgn0046763	CG17278	chr3R	16846756	16849885	16849885	-1	155.218175	protein_coding	0	0	0	high
FBgn0038850	CG17279	chr3R	16875736	16876637	16876637	-1	66.64743	protein_coding	0	0	0	high
FBgn0038879	CG17298	chr3R	17108919	17109772	17108919	1	50.715465	protein_coding	0	0	0	high
FBgn0027070	CG17322	chr2L	18826770	18829059	18826770	1	2.491505	protein_coding	0	0	0	weak
FBgn0032713	CG17323	chr2L	18823574	18826553	18823574	1	39.351425	protein_coding	0	0	0	high
FBgn0028906	CG17341	chr2L	14134491	14160587	14134491	1	1.143325	protein_coding	1	0	0	weak
FBgn0032751	CG17343	chr2L	19064977	19069673	19064977	1	19.31017	protein_coding	0	0	0	mid
FBgn0032772	CG17350	chr2L	19380930	19383271	19380930	1	1.4321	protein_coding	1	0	0	weak
FBgn0035880	CG17352	chr3L	8345455	8349396	8349396	-1	7.03484	protein_coding	0	0	0	mid
FBgn0037949	CG17360	chr3R	7606853	7612736	7612736	-1	9.858815	protein_coding	0	0	0	mid
FBgn0036395	CG17361	chr3L	13990291	13991155	13990291	1	28.354565	protein_coding	0	0	0	high
FBgn0036391	CG17364	chr3L	13971005	13986500	13986500	-1	4.501315	protein_coding	0	1	0	weak
FBgn0031858	CG17378	chr2L	6774041	6778444	6774041	1	8.772375	protein_coding	1	0	0	mid
FBgn0030291	CG1738	chrX	11243091	11243880	11243091	1	4.623135	protein_coding	0	1	0	weak
FBgn0033936	CG17386	chr2R	10307846	10312099	10307846	1	8.85035	protein_coding	1	0	0	mid
FBgn0030120	CG17440	chrX	9162471	9163958	9163958	-1	2.145915	protein_coding	0	0	0	weak
FBgn0039977	CG17454	chr3L	23708123	23709789	23708123	1	23.429995	protein_coding	0	1	0	mid
FBgn0038481	CG17475	chr3R	12955137	12956141	12956141	-1	1.958405	protein_coding	1	0	0	weak
FBgn0032775	CG17544	chr2L	19390369	19393710	19393710	-1	120.34967	protein_coding	0	0	0	high
FBgn0032774	CG17549	chr2L	19387050	19390070	19390070	-1	117.482715	protein_coding	0	0	0	high
FBgn0032763	CG17568	chr2L	19179749	19181702	19181702	-1	6.15724	protein_coding	1	1	0	mid
FBgn0032753	CG17572	chr2L	19071131	19074146	19074146	-1	16.503575	protein_coding	1	1	1	mid
FBgn0250842	CG17575	chr2R	8733049	8734101	8734101	-1	15.745625	protein_coding	1	0	0	mid
FBgn0040755	CG17580	chr2R	8694182	8695316	8694182	1	1.38746	protein_coding	1	0	0	weak
FBgn0032715	CG17597	chr2L	18829012	18830653	18830653	-1	7.860965	protein_coding	0	0	0	mid
FBgn0031196	CG17599	chrX	21944222	21946108	21946108	-1	13.62381	protein_coding	1	1	0	mid
FBgn0031597	CG17612	chr2L	4380722	4382735	4382735	-1	4.23475	protein_coding	0	0	0	weak
FBgn0039002	CG17625	chr3R	18512571	18513129	18512571	1	19.49998	protein_coding	0	0	0	mid
FBgn0032144	CG17633	chr2L	9769067	9770409	9769067	1	24.71267	protein_coding	1	0	0	high
FBgn0030467	CG1764	chrX	13188502	13190684	13190684	-1	118.4977	protein_coding	0	0	0	high
FBgn0264494	CG17646	chr2L	1732526	1750613	1732526	1	92.262975	protein_coding	0	0	0	high
FBgn0031364	CG17648	chr2L	1752349	1752851	1752349	1	11.92876	protein_coding	1	0	0	mid
FBgn0031365	CG17650	chr2L	1758286	1759078	1759078	-1	92.831195	protein_coding	1	1	0	high
FBgn0031361	CG17652	chr2L	1731144	1732356	1732356	-1	21.407365	protein_coding	0	0	0	mid
FBgn0262115	CG17683	chr2R	18479	20989	18479	1	39.675535	protein_coding	0	1	0	high
FBgn0040056	CG17698	chr3L	23731060	23742158	23731060	1	25.433665	protein_coding	0	1	0	high
FBgn0025835	CG17707	chrX	39388	44813	44813	-1	39.27146	protein_coding	1	1	1	high
FBgn0029877	CG17717	chrX	6483323	6484679	6483323	1	2.078475	protein_coding	0	0	0	weak
FBgn0036923	CG17732	chr3L	19974785	19977291	19974785	1	1.786485	protein_coding	0	1	0	weak
FBgn0038009	CG17738	chr3R	8096612	8097022	8096612	1	1.295045	protein_coding	1	0	0	weak
FBgn0033710	CG17739	chr2R	8194029	8197917	8194029	1	140.397205	protein_coding	0	0	0	high
FBgn0038717	CG17751	chr3R	15432976	15435044	15432976	1	13.20544	protein_coding	1	0	0	mid
FBgn0038718	CG17752	chr3R	15435947	15438159	15435947	1	5.84335	protein_coding	1	0	0	weak
FBgn0033756	CG17760	chr2R	8513313	8516124	8513313	1	26.676675	protein_coding	0	1	0	high
FBgn0023534	CG17778	chrX	388933	390402	388933	1	13.0709	protein_coding	0	0	0	mid
FBgn0038549	CG17802	chr3R	13628945	13630971	13630971	-1	7.80085	protein_coding	0	0	0	mid
FBgn0038547	CG17803	chr3R	13624599	13627015	13627015	-1	12.392205	protein_coding	0	0	0	mid
FBgn0034748	CG17807	chr2R	18521524	18523435	18523435	-1	1.813985	protein_coding	0	0	0	weak
FBgn0037525	CG17816	chr3R	3681304	3712455	3712455	-1	27.403735	protein_coding	0	0	0	high
FBgn0036454	CG17839	chr3L	14798352	14875324	14798352	1	57.779015	protein_coding	0	1	0	high
FBgn0031611	CG17840	chr2L	4465200	4468022	4465200	1	9.235825	protein_coding	0	0	0	mid
FBgn0032124	CG17855	chr2L	9540631	9542480	9540631	1	5.41897	protein_coding	1	0	0	weak
FBgn0032597	CG17904	chr2L	16732564	16733624	16732564	1	10.66934	protein_coding	0	0	0	mid
FBgn0037431	CG17917	chr3R	2167690	2168595	2167690	1	7.73726	protein_coding	1	0	0	mid
FBgn0037433	CG17919	chr3R	2169753	2170809	2169753	1	1.596335	protein_coding	1	0	0	weak
FBgn0034656	CG17922	chr2R	17580191	17584657	17584657	-1	1.66004	protein_coding	0	0	0	weak
FBgn0038415	CG17929	chr3R	12151214	12153053	12151214	1	3.27096	protein_coding	1	0	0	weak
FBgn0038416	CG17930	chr3R	12153572	12155344	12153572	1	23.72174	protein_coding	1	0	0	mid
FBgn0038421	CG17931	chr3R	12183332	12185040	12185040	-1	4.936035	protein_coding	0	0	1	weak
FBgn0034624	CG17974	chr2R	17235692	17238349	17238349	-1	3.01884	protein_coding	1	0	0	weak
FBgn0039498	CG17991	chr3R	23066989	23068052	23066989	1	3.83524	protein_coding	0	0	0	weak
FBgn0033566	CG18004	chr2R	6772524	6773880	6772524	1	14.7135	protein_coding	0	0	0	mid
FBgn0031171	CG1801	chrX	21178613	21188549	21188549	-1	13.36327	protein_coding	0	0	0	mid
