FBGN	name	chr	start	end	TSS	strand	TPM	biotype....rnaseq.biotype	LAM	HP1	PC	TPM.cut
FBgn0031292	CG15824	chr2L	878181	885141	885141	-1	25.482355	protein_coding	0	0	0	mid
FBgn0032136	CG15828	chr2L	9634201	9656026	9634201	1	13.84537	protein_coding	1	0	0	mid
FBgn0035743	CG15829	chr3L	7122003	7122480	7122003	1	1.479685	protein_coding	1	1	0	weak
FBgn0035084	CG15861	chr2R	20830914	20832120	20832120	-1	31.855845	protein_coding	0	0	0	high
FBgn0040528	CG15864	chr3R	4074160	4076046	4074160	1	16.606205	protein_coding	0	1	0	mid
FBgn0015336	CG15865	chrX	16554926	16558488	16558488	-1	2.81553	protein_coding	1	1	0	weak
FBgn0033798	CG15870	chr2R	9050868	9051348	9051348	-1	7.069415	protein_coding	0	1	0	mid
FBgn0038131	CG15888	chr3R	9110671	9112251	9112251	-1	4.11427	protein_coding	1	1	0	weak
FBgn0029864	CG15894	chrX	6210131	6221886	6210131	1	74.80103	protein_coding	0	0	0	high
FBgn0029858	CG15896	chrX	6185058	6187186	6185058	1	8.709335	protein_coding	0	0	0	mid
FBgn0033090	CG15909	chr2R	2570697	2571862	2570697	1	7.244085	protein_coding	1	1	0	mid
FBgn0029712	CG15912	chrX	4443103	4443990	4443103	1	1.241445	protein_coding	0	0	0	weak
FBgn0040743	CG15919	chr2R	12680162	12680585	12680162	1	1.853275	protein_coding	1	0	0	weak
FBgn0039844	CG1607	chr3R	27207832	27217622	27207832	1	199.52558	protein_coding	0	0	0	high
FBgn0031101	CG1631	chrX	20198521	20199708	20198521	1	3.03138	protein_coding	1	0	0	weak
FBgn0030030	CG1636	chrX	8167450	8170234	8167450	1	147.2298	protein_coding	0	1	0	high
FBgn0039101	CG16710	chr3R	19508225	19509702	19508225	1	29.509255	protein_coding	0	0	0	mid
FBgn0036032	CG16711	chr3L	9697431	9703429	9697431	1	132.78225	protein_coding	0	0	0	high
FBgn0031561	CG16712	chr2L	3696240	3696661	3696661	-1	1.65136	protein_coding	1	0	1	weak
FBgn0034459	CG16716	chr2R	15481295	15484371	15481295	1	28.4903	protein_coding	1	0	0	mid
FBgn0036029	CG16719	chr3L	9678271	9679350	9678271	1	18.54262	protein_coding	0	0	0	mid
FBgn0039092	CG16723	chr3R	19419347	19421995	19421995	-1	2.71984	protein_coding	1	0	0	weak
FBgn0034529	CG16742	chr2R	16511079	16515820	16511079	1	49.781505	protein_coding	0	0	0	high
FBgn0037678	CG16749	chr3R	5156607	5157617	5157617	-1	20.674475	protein_coding	0	0	0	mid
FBgn0035393	CG16753	chr3L	3055079	3055842	3055079	1	6.731465	protein_coding	0	0	0	mid
FBgn0029765	CG16756	chrX	5321550	5322248	5321550	1	17.277225	protein_coding	0	1	0	mid
FBgn0035348	CG16758	chr3L	2499372	2503606	2503606	-1	13.954175	protein_coding	1	0	0	mid
FBgn0032779	CG16771	chr2L	19424090	19429224	19424090	1	7.46468	protein_coding	0	1	0	mid
FBgn0032835	CG16772	chr2L	19962679	19963844	19962679	1	39.374725	protein_coding	1	0	0	high
FBgn0003715	CG16778	chr2R	20973935	20986711	20986711	-1	46.44145	protein_coding	0	0	1	high
FBgn0037698	CG16779	chr3R	5290000	5319399	5319399	-1	156.919685	protein_coding	0	1	0	high
FBgn0029659	CG16782	chrX	3353049	3354273	3354273	-1	1.289455	protein_coding	1	1	0	weak
FBgn0034940	CG16787	chr2R	19843858	19844926	19844926	-1	59.66933	protein_coding	0	0	0	high
FBgn0037712	CG16789	chr3R	5391917	5394911	5391917	1	3.370465	protein_coding	0	0	0	weak
FBgn0037713	CG16790	chr3R	5394796	5395936	5395936	-1	1.453775	protein_coding	0	0	0	weak
FBgn0038881	CG16791	chr3R	17146482	17175306	17175306	-1	287.90683	protein_coding	0	0	0	high
FBgn0032856	CG16798	chr2L	20376983	20382355	20382355	-1	3.034885	protein_coding	0	0	0	weak
FBgn0034538	CG16799	chr2R	16540630	16542596	16542596	-1	7.34519	protein_coding	1	0	0	mid
FBgn0032490	CG16813	chr2L	13227853	13228407	13227853	1	8.561635	protein_coding	0	1	0	mid
FBgn0032503	CG16825	chr2L	13304788	13307807	13304788	1	1.75823	protein_coding	0	0	0	weak
FBgn0026147	CG16833	chr2L	10989305	10997700	10989305	1	31.948715	protein_coding	0	0	0	high
FBgn0035009	CG16837	chr2R	20362909	20363555	20362909	1	3.1135	protein_coding	1	0	0	weak
FBgn0036574	CG16838	chr3L	16125128	16129791	16125128	1	8.59104	protein_coding	0	1	0	mid
FBgn0028942	CG16852	chr2L	13540751	13541646	13540751	1	17.213745	protein_coding	0	0	0	mid
FBgn0028941	CG16853	chr2L	13542268	13543560	13542268	1	7.17193	protein_coding	0	1	0	mid
FBgn0032338	CG16854	chr2L	11086721	11090680	11086721	1	11.317175	protein_coding	0	0	0	mid
FBgn0028482	CG16857	chr2L	4324573	4331837	4324573	1	3.175085	protein_coding	1	0	0	weak
FBgn0028931	CG16863	chr2L	13790963	13793264	13790963	1	9.1942	protein_coding	0	0	0	mid
FBgn0027589	CG1688	chr2R	5653867	5694370	5694370	-1	27.249945	protein_coding	0	0	0	mid
FBgn0030122	CG16892	chrX	9167450	9169387	9167450	1	9.5288	protein_coding	0	0	0	mid
FBgn0035073	CG16896	chr2R	20758930	20762435	20762435	-1	2.80776	protein_coding	0	0	0	weak
FBgn0033883	CG16935	chr2R	9747854	9749507	9749507	-1	7.87855	protein_coding	0	0	0	mid
FBgn0038464	CG16941	chr3R	12825101	12828077	12828077	-1	35.32596	protein_coding	0	0	1	high
FBgn0031816	CG16947	chr2L	6459015	6465669	6465669	-1	1.97527	protein_coding	0	0	0	weak
FBgn0031116	CG1695	chrX	20304977	20315623	20304977	1	87.319965	protein_coding	0	0	0	high
FBgn0036481	CG16959	chr3L	15112978	15118421	15118421	-1	10.579285	protein_coding	1	1	0	mid
FBgn0032387	CG16965	chr2L	11981616	11984380	11981616	1	3.769145	protein_coding	1	1	0	weak
FBgn0033443	CG1698	chr2R	5680848	5685512	5680848	1	3.18673	protein_coding	1	1	0	weak
FBgn0062517	CG16984	chr3L	2595781	2596998	2595781	1	23.074895	protein_coding	0	0	0	mid
FBgn0032109	CG17005	chr2L	9327744	9330067	9327744	1	1.873115	protein_coding	1	0	0	weak
FBgn0039972	CG17018	chr2L	22311931	22368776	22311931	1	1.114035	protein_coding	1	1	0	weak
FBgn0036550	CG17026	chr3L	15968468	15969528	15968468	1	2.679345	protein_coding	0	0	0	weak
FBgn0036552	CG17028	chr3L	15971624	15973104	15971624	1	2.621895	protein_coding	0	0	0	weak
FBgn0036551	CG17029	chr3L	15969970	15971535	15969970	1	2.561235	protein_coding	0	0	0	weak
FBgn0035584	CG17030	chr3L	4979981	4980769	4980769	-1	2.34654	protein_coding	0	0	0	weak
FBgn0032449	CG17036	chr2L	12698918	12700640	12700640	-1	8.91623	protein_coding	0	0	0	mid
FBgn0031239	CG17075	chr2L	260379	267505	267505	-1	131.329665	protein_coding	0	0	0	high
FBgn0039070	CG17083	chr3R	19111815	19113773	19113773	-1	1.050095	protein_coding	0	1	1	weak
FBgn0032275	CG17097	chr2L	10646435	10650152	10646435	1	1.281135	protein_coding	1	1	0	weak
FBgn0039051	CG17109	chr3R	18921413	18922902	18921413	1	16.354225	protein_coding	1	0	0	mid
FBgn0039050	CG17110	chr3R	18919220	18920906	18919220	1	12.93984	protein_coding	1	0	0	mid
FBgn0039048	CG17111	chr3R	18888435	18892981	18892981	-1	7.195115	protein_coding	1	0	0	mid
FBgn0032291	CG17118	chr2L	10730255	10731356	10730255	1	1.946785	protein_coding	0	0	0	weak
FBgn0036962	CG17122	chr3L	20266489	20268435	20268435	-1	6.315865	protein_coding	0	0	0	weak
FBgn0032299	CG17127	chr2L	10770868	10771370	10770868	1	1.754485	protein_coding	0	1	0	weak
FBgn0035151	CG17129	chr3L	677879	680326	680326	-1	28.437695	protein_coding	0	0	0	mid
FBgn0039020	CG17141	chr3R	18572168	18573278	18573278	-1	1.13218	protein_coding	0	0	0	weak
FBgn0036447	CG17173	chr3L	14760803	14762383	14762383	-1	4.44392	protein_coding	0	0	0	weak
FBgn0031170	CG1718	chrX	21163335	21177692	21177692	-1	23.24854	protein_coding	1	1	0	mid
FBgn0035140	CG17180	chr3L	540851	542147	540851	1	1.514675	protein_coding	0	0	0	weak
FBgn0035144	CG17181	chr3L	582824	589272	589272	-1	1.66917	protein_coding	1	1	0	weak
FBgn0037882	CG17187	chr3R	7056339	7057578	7057578	-1	35.76882	protein_coding	0	0	0	high
FBgn0039485	CG17189	chr3R	22927128	22928639	22927128	1	1.50199	protein_coding	1	1	0	weak
FBgn0040571	CG17193	chr3R	15862143	15881815	15881815	-1	66.56027	protein_coding	0	0	0	high
FBgn0038775	CG17199	chr3R	16033923	16035513	16035513	-1	4.642575	protein_coding	1	0	0	weak
FBgn0038051	CG17207	chr3R	8263536	8264861	8264861	-1	2.01832	protein_coding	0	1	0	weak
FBgn0032419	CG17217	chr2L	12170550	12171232	12170550	1	3.583865	protein_coding	0	0	0	weak
FBgn0031168	CG1722	chrX	21121003	21122175	21122175	-1	44.04272	protein_coding	1	0	0	high
FBgn0046225	CG17230	chr3R	7263507	7291360	7263507	1	2.65321	protein_coding	0	0	0	weak
FBgn0035249	CG17249	chr3L	1645931	1647464	1647464	-1	2.92271	protein_coding	0	0	0	weak
FBgn0031496	CG17258	chr2L	3032210	3035348	3035348	-1	2.442985	protein_coding	0	0	0	weak
FBgn0031501	CG17261	chr2L	3042919	3043593	3042919	1	9.97876	protein_coding	0	0	0	mid
FBgn0033089	CG17266	chr2R	2562533	2563465	2563465	-1	7.900335	protein_coding	0	0	0	mid
FBgn0038828	CG17270	chr3R	16642167	16644646	16644646	-1	64.4128	protein_coding	0	0	0	high
FBgn0046763	CG17278	chr3R	16846756	16849885	16849885	-1	3.04278	protein_coding	1	1	0	weak
FBgn0034201	CG17290	chr2R	13042204	13042815	13042204	1	8.10958	protein_coding	1	0	0	mid
FBgn0036345	CG17300	chr3L	13079487	13080389	13080389	-1	2.06008	protein_coding	0	0	0	weak
FBgn0032719	CG17321	chr2L	18845184	18855118	18845184	1	319.864695	protein_coding	0	1	0	high
FBgn0028896	CG17329	chr2L	16291284	16291948	16291284	1	18.082055	protein_coding	0	0	0	mid
FBgn0028906	CG17341	chr2L	14134491	14160587	14134491	1	77.030195	protein_coding	0	0	0	high
FBgn0032751	CG17343	chr2L	19064977	19069673	19064977	1	39.692665	protein_coding	0	0	0	high
FBgn0032771	CG17349	chr2L	19370478	19372711	19370478	1	1.434795	protein_coding	1	0	0	weak
FBgn0035880	CG17352	chr3L	8345455	8349396	8349396	-1	7.14727	protein_coding	0	1	0	mid
FBgn0037949	CG17360	chr3R	7606853	7612736	7612736	-1	54.448545	protein_coding	0	0	0	high
FBgn0036395	CG17361	chr3L	13990291	13991155	13990291	1	5.748275	protein_coding	0	0	0	weak
FBgn0036393	CG17362	chr3L	13979720	13980284	13979720	1	8.37418	protein_coding	0	0	0	mid
FBgn0036391	CG17364	chr3L	13971005	13986500	13986500	-1	64.49567	protein_coding	0	0	0	high
FBgn0031858	CG17378	chr2L	6774041	6778444	6774041	1	8.172425	protein_coding	1	0	0	mid
FBgn0033936	CG17386	chr2R	10307846	10312099	10307846	1	8.395205	protein_coding	1	0	0	mid
FBgn0039977	CG17454	chr3L	23708123	23709789	23708123	1	47.44643	protein_coding	0	1	0	high
FBgn0032869	CG17470	chr2L	20642306	20643244	20643244	-1	1.591565	protein_coding	1	1	0	weak
FBgn0032868	CG17472	chr2L	20634557	20635167	20634557	1	4.80904	protein_coding	1	1	0	weak
FBgn0032775	CG17544	chr2L	19390369	19393710	19393710	-1	16.018875	protein_coding	1	0	0	mid
FBgn0032774	CG17549	chr2L	19387050	19390070	19390070	-1	1.755295	protein_coding	1	0	0	weak
FBgn0032763	CG17568	chr2L	19179749	19181702	19181702	-1	48.34417	protein_coding	0	0	0	high
FBgn0032753	CG17572	chr2L	19071131	19074146	19074146	-1	3.88748	protein_coding	0	0	1	weak
FBgn0040755	CG17580	chr2R	8694182	8695316	8694182	1	6.5757	protein_coding	0	0	0	mid
FBgn0031196	CG17599	chrX	21944222	21946108	21946108	-1	4.340965	protein_coding	1	1	0	weak
FBgn0031597	CG17612	chr2L	4380722	4382735	4382735	-1	52.57183	protein_coding	0	0	0	high
FBgn0037004	CG17637	chr3L	20497286	20498800	20497286	1	4.33233	protein_coding	1	1	0	weak
FBgn0030467	CG1764	chrX	13188502	13190684	13190684	-1	59.058335	protein_coding	0	0	0	high
FBgn0264494	CG17646	chr2L	1732526	1750613	1732526	1	2.31459	protein_coding	0	0	0	weak
FBgn0031361	CG17652	chr2L	1731144	1732356	1732356	-1	12.568725	protein_coding	0	0	0	mid
FBgn0034924	CG17658	chr2R	19782601	19784520	19782601	1	2.21006	protein_coding	0	0	0	weak
FBgn0034883	CG17664	chr2R	19491249	19492676	19492676	-1	1.328255	protein_coding	1	1	1	weak
FBgn0036311	CG17666	chr3L	12774425	12777477	12774425	1	5.72386	protein_coding	0	1	0	weak
FBgn0034352	CG17669	chr2R	14340242	14341967	14341967	-1	20.742065	protein_coding	0	0	0	mid
FBgn0083978	CG17672	chr3L	13022062	13029604	13022062	1	1.80329	protein_coding	0	1	0	weak
FBgn0032668	CG17681	chr2L	18153123	18154516	18153123	1	16.035185	protein_coding	1	0	0	mid
FBgn0262115	CG17683	chr2R	18479	20989	18479	1	74.68404	protein_coding	0	1	0	high
FBgn0036348	CG17687	chr3L	13342265	13348040	13342265	1	3.80476	protein_coding	1	1	0	weak
FBgn0040056	CG17698	chr3L	23731060	23742158	23731060	1	97.15487	protein_coding	0	1	0	high
FBgn0025835	CG17707	chrX	39388	44813	44813	-1	22.71597	protein_coding	0	1	1	mid
FBgn0033710	CG17739	chr2R	8194029	8197917	8194029	1	8.589435	protein_coding	1	1	0	mid
FBgn0039856	CG1774	chr3R	27418466	27420449	27418466	1	4.510555	protein_coding	1	0	0	weak
FBgn0035730	CG17744	chr3L	7018901	7019894	7019894	-1	1.433545	protein_coding	0	0	0	weak
FBgn0038718	CG17752	chr3R	15435947	15438159	15435947	1	1.40473	protein_coding	1	1	0	weak
FBgn0029751	CG17764	chrX	5200294	5201450	5201450	-1	18.62622	protein_coding	0	0	0	mid
FBgn0040900	CG17777	chrX	2080888	2081655	2080888	1	5.327915	protein_coding	0	0	0	weak
FBgn0023534	CG17778	chrX	388933	390402	388933	1	12.02631	protein_coding	0	0	0	mid
FBgn0039195	CG17782	chr3R	20196472	20198484	20198484	-1	1.00706	protein_coding	1	0	0	weak
FBgn0039192	CG17784	chr3R	20189803	20190702	20190702	-1	2.930355	protein_coding	1	1	0	weak
FBgn0038549	CG17802	chr3R	13628945	13630971	13630971	-1	11.24725	protein_coding	0	0	0	mid
FBgn0038547	CG17803	chr3R	13624599	13627015	13627015	-1	248.276895	protein_coding	0	0	0	high
FBgn0037525	CG17816	chr3R	3681304	3712455	3712455	-1	309.798115	protein_coding	0	0	0	high
FBgn0034383	CG17821	chr2R	14631311	14632501	14632501	-1	1.392805	protein_coding	1	0	0	weak
FBgn0036454	CG17839	chr3L	14798352	14875324	14798352	1	45.78867	protein_coding	1	1	0	high
FBgn0031611	CG17840	chr2L	4465200	4468022	4465200	1	14.420825	protein_coding	0	0	0	mid
FBgn0032124	CG17855	chr2L	9540631	9542480	9540631	1	11.458435	protein_coding	1	0	0	mid
FBgn0032597	CG17904	chr2L	16732564	16733624	16732564	1	17.699995	protein_coding	0	0	0	mid
FBgn0037433	CG17919	chr3R	2169753	2170809	2169753	1	1.56161	protein_coding	1	0	0	weak
FBgn0034656	CG17922	chr2R	17580191	17584657	17584657	-1	39.69836	protein_coding	0	0	0	high
FBgn0038415	CG17929	chr3R	12151214	12153053	12151214	1	3.042655	protein_coding	1	1	0	weak
FBgn0038421	CG17931	chr3R	12183332	12185040	12185040	-1	38.34871	protein_coding	1	0	1	high
FBgn0029647	CG17959	chrX	2841127	2841613	2841127	1	1.2275	protein_coding	1	1	0	weak
FBgn0040778	CG17977	chr2R	3953779	3955160	3955160	-1	16.586695	protein_coding	0	0	0	mid
FBgn0039498	CG17991	chr3R	23066989	23068052	23066989	1	6.956885	protein_coding	0	0	0	mid
FBgn0033072	CG17994	chr2R	2094724	2096813	2096813	-1	7.939	protein_coding	1	0	0	mid
FBgn0033566	CG18004	chr2R	6772524	6773880	6772524	1	79.178785	protein_coding	0	0	0	high
FBgn0033491	CG18011	chr2R	6029845	6033711	6029845	1	15.183945	protein_coding	1	1	0	mid
FBgn0037435	CG18048	chr3R	2171838	2173247	2171838	1	3.8184	protein_coding	1	0	0	weak
FBgn0028856	CG18063	chr2L	15957858	15959431	15957858	1	14.279605	protein_coding	0	0	0	mid
FBgn0033423	CG1809	chr2R	5449143	5451376	5449143	1	6.78259	protein_coding	0	1	0	mid
FBgn0032791	CG18094	chr2L	19490262	19491679	19490262	1	11.878765	protein_coding	0	0	0	mid
FBgn0035262	CG18171	chr3L	1720616	1723153	1723153	-1	2.473135	protein_coding	1	0	0	weak
FBgn0038653	CG18208	chr3R	14627084	14674946	14674946	-1	78.753935	protein_coding	1	0	0	high
FBgn0036832	CG18223	chr3L	18912324	18913419	18913419	-1	1.03686	protein_coding	1	1	0	weak
FBgn0036795	CG18233	chr3L	18598572	18600449	18598572	1	3.176855	protein_coding	1	1	0	weak
FBgn0036794	CG18234	chr3L	18596525	18598515	18596525	1	24.062635	protein_coding	1	1	0	mid
FBgn0030012	CG18262	chrX	8046981	8048566	8046981	1	5.2547	protein_coding	0	0	0	weak
FBgn0036725	CG18265	chr3L	17432501	17450297	17432501	1	202.479885	protein_coding	0	0	0	high
FBgn0037520	CG18268	chr3R	3628553	3630154	3630154	-1	27.329955	protein_coding	0	1	0	mid
FBgn0029525	CG18273	chrX	376810	381587	381587	-1	3.23204	protein_coding	0	0	0	weak
FBgn0037003	CG18281	chr3L	20492936	20494600	20492936	1	31.918535	protein_coding	1	1	0	high
FBgn0031869	CG18304	chr2L	6932545	6942814	6942814	-1	2.164355	protein_coding	0	1	0	weak
FBgn0031359	CG18317	chr2L	1716244	1724388	1724388	-1	33.965025	protein_coding	0	0	0	high
FBgn0033610	CG18335	chr2R	7177193	7178541	7178541	-1	20.605245	protein_coding	0	0	0	mid
FBgn0040763	CG18336	chr2R	7181281	7182091	7182091	-1	13.02718	protein_coding	0	0	0	mid
FBgn0034460	CG18367	chr2R	15524165	15524905	15524165	1	1.071425	protein_coding	1	0	0	weak
FBgn0033864	CG18368	chr2R	9555241	9558824	9555241	1	6.02037	protein_coding	1	1	0	weak
FBgn0033893	CG18371	chr2R	9916123	9916611	9916123	1	1.22248	protein_coding	0	0	0	weak
FBgn0039149	CG18428	chr3R	19935089	19935732	19935089	1	68.993955	protein_coding	0	0	0	high
FBgn0039536	CG18437	chr3R	23488161	23502821	23488161	1	185.566015	protein_coding	0	0	0	high
FBgn0034218	CG18467	chr2R	13328109	13329994	13328109	1	12.997135	protein_coding	0	0	0	mid
FBgn0037683	CG18473	chr3R	5189027	5190560	5189027	1	6.849075	protein_coding	1	1	0	mid
FBgn0037931	CG18476	chr3R	7500642	7503835	7503835	-1	11.370575	protein_coding	0	0	0	mid
FBgn0038701	CG18493	chr3R	15215994	15217854	15215994	1	14.07375	protein_coding	1	0	0	mid
FBgn0028527	CG18507	chr2L	13665525	13672967	13665525	1	3.9468	protein_coding	1	0	0	weak
FBgn0042207	CG18530	chr3R	8459081	8460374	8459081	1	3.06864	protein_coding	0	0	0	weak
FBgn0034322	CG18536	chr2R	14182264	14183163	14182264	1	4.172405	protein_coding	0	1	0	weak
FBgn0034323	CG18537	chr2R	14183433	14184161	14183433	1	1.662635	protein_coding	0	1	0	weak
FBgn0034324	CG18538	chr2R	14184575	14185256	14184575	1	28.3237	protein_coding	0	1	0	mid
FBgn0034325	CG18539	chr2R	14185686	14186408	14185686	1	9.363525	protein_coding	0	1	0	mid
FBgn0034326	CG18540	chr2R	14186822	14187577	14186822	1	8.01714	protein_coding	0	1	0	mid
FBgn0032639	CG18563	chr2L	17456670	17458044	17458044	-1	12.661825	protein_coding	1	1	0	mid
FBgn0033888	CG18568	chr2R	9859106	9860336	9860336	-1	13.937225	protein_coding	0	1	0	mid
FBgn0037870	CG18577	chr3R	7021826	7023007	7021826	1	14.039615	protein_coding	0	0	0	mid
FBgn0038589	CG18598	chr3R	14076836	14077261	14076836	1	44.837125	protein_coding	0	0	0	high
FBgn0038592	CG18599	chr3R	14093510	14096895	14093510	1	21.10352	protein_coding	0	0	1	mid
FBgn0034382	CG18609	chr2R	14630022	14631121	14631121	-1	27.562415	protein_coding	1	0	0	mid
FBgn0036091	CG18628	chr3L	10632840	10633236	10632840	1	85.54272	protein_coding	0	0	0	high
FBgn0037898	CG18643	chr3R	7255783	7256484	7255783	1	17.112365	protein_coding	0	0	0	mid
FBgn0040964	CG18661	chr2L	8997605	8998544	8997605	1	4.407445	protein_coding	0	0	0	weak
FBgn0040696	CG18675	chr3L	4173884	4192968	4173884	1	15.559485	protein_coding	0	0	0	mid
FBgn0033427	CG1868	chr2R	5469261	5472050	5472050	-1	7.264035	protein_coding	0	0	0	mid
FBgn0040625	CG18682	chr3R	25947745	25948985	25948985	-1	8.37274	protein_coding	1	1	0	mid
FBgn0042101	CG18744	chr3R	3622800	3624493	3624493	-1	20.020855	protein_coding	0	1	0	mid
FBgn0042104	CG18747	chr3R	3606712	3609123	3609123	-1	2.37785	protein_coding	0	1	0	weak
FBgn0042106	CG18754	chr3R	19509779	19512259	19509779	1	65.351525	protein_coding	1	0	0	high
FBgn0042205	CG18764	chr3R	7452627	7454174	7452627	1	18.926955	protein_coding	0	0	0	mid
FBgn0042185	CG18769	chr3L	6543838	6585249	6543838	1	30.8391	protein_coding	0	0	0	high
FBgn0042126	CG18788	chr2L	12034190	12036137	12034190	1	7.81005	protein_coding	1	1	0	mid
FBgn0042132	CG18809	chrX	19635257	19638371	19638371	-1	20.22846	protein_coding	0	0	0	mid
FBgn0042137	CG18814	chr3L	16362926	16364045	16362926	1	7.961715	protein_coding	1	1	0	mid
FBgn0039869	CG1890	chr3R	27569228	27569970	27569228	1	144.401865	protein_coding	0	0	0	high
FBgn0033214	CG1941	chr2R	3597379	3599494	3597379	1	7.81552	protein_coding	1	1	0	mid
FBgn0033216	CG1946	chr2R	3602445	3604286	3602445	1	7.723035	protein_coding	1	1	0	mid
FBgn0037464	CG1988	chr3R	2887897	2890092	2887897	1	5.172155	protein_coding	1	1	1	weak
FBgn0039886	CG2003	chr3R	27803843	27816631	27803843	1	3.8235	protein_coding	0	1	0	weak
FBgn0039667	CG2010	chr3R	25320504	25324645	25320504	1	27.015825	protein_coding	1	1	0	mid
FBgn0037376	CG2051	chr3R	1613059	1615106	1615106	-1	13.85448	protein_coding	0	0	0	mid
FBgn0033205	CG2064	chr2R	3553338	3554848	3553338	1	90.599965	protein_coding	0	0	0	high
FBgn0027608	CG2082	chr3R	1584402	1606798	1606798	-1	184.94587	protein_coding	0	0	0	high
FBgn0037365	CG2104	chr3R	1517547	1519008	1519008	-1	24.58658	protein_coding	0	0	0	mid
FBgn0035383	CG2107	chr3L	2981022	2983551	2981022	1	8.046615	protein_coding	1	0	0	mid
FBgn0030223	CG2111	chrX	10551713	10554704	10551713	1	2.15186	protein_coding	1	0	0	weak
FBgn0030005	CG2120	chrX	8029357	8031079	8029357	1	27.78958	protein_coding	0	0	0	mid
FBgn0030217	CG2124	chrX	10490110	10493200	10490110	1	1.70782	protein_coding	0	0	0	weak
FBgn0030008	CG2129	chrX	8039872	8041888	8039872	1	1.481885	protein_coding	0	0	0	weak
FBgn0033190	CG2137	chr2R	3423424	3425802	3423424	1	5.607965	protein_coding	0	0	0	weak
FBgn0033273	CG2183	chr2R	4055453	4057594	4055453	1	7.421725	protein_coding	0	0	0	mid
FBgn0017448	CG2187	chr3R	27581078	27584359	27584359	-1	12.930515	protein_coding	1	1	0	mid
FBgn0030441	CG2209	chrX	12916231	12916982	12916231	1	10.94221	protein_coding	0	0	0	mid
FBgn0039773	CG2224	chr3R	26282163	26285022	26285022	-1	3.564105	protein_coding	1	0	0	weak
FBgn0032957	CG2225	chr2L	21663806	21677530	21677530	-1	74.699055	protein_coding	0	0	0	high
FBgn0030000	CG2260	chrX	8013111	8015153	8015153	-1	23.77919	protein_coding	0	0	0	mid
FBgn0033484	CG2269	chr2R	5972774	5983921	5972774	1	1187.757845	protein_coding	0	1	0	high
FBgn0030017	CG2278	chrX	8060974	8064093	8064093	-1	29.937075	protein_coding	0	0	0	mid
FBgn0039665	CG2310	chr3R	25317246	25319240	25319240	-1	12.14258	protein_coding	0	1	0	mid
FBgn0039663	CG2321	chr3R	25312733	25315024	25315024	-1	3.936385	protein_coding	0	0	0	weak
FBgn0037455	CG2336	chr3R	2406506	2407993	2406506	1	21.903895	protein_coding	1	0	0	mid
FBgn0030323	CG2371	chrX	11571377	11572622	11572622	-1	4.31792	protein_coding	0	0	0	weak
FBgn0030326	CG2444	chrX	11598343	11599044	11599044	-1	9.492685	protein_coding	0	1	0	mid
FBgn0030319	CG2533	chrX	11497276	11498227	11498227	-1	8.13059	protein_coding	0	0	0	mid
FBgn0030396	CG2556	chrX	12391194	12410580	12391194	1	9.23282	protein_coding	1	1	0	mid
FBgn0037298	CG2604	chr3R	1047354	1049197	1049197	-1	24.11527	protein_coding	0	1	0	mid
FBgn0032871	CG2611	chr2L	20650194	20650898	20650194	1	44.86514	protein_coding	0	0	0	high
FBgn0000092	CG2650	chrX	2586765	2587919	2587919	-1	49.949065	protein_coding	0	0	0	high
FBgn0024995	CG2680	chrX	2600184	2601450	2601450	-1	86.37049	protein_coding	0	0	0	high
FBgn0024991	CG2694	chrX	2608114	2611687	2608114	1	1.466315	protein_coding	0	0	0	weak
FBgn0024975	CG2712	chrX	2626411	2628442	2626411	1	2.042925	protein_coding	0	0	0	weak
FBgn0035090	CG2736	chr2R	20860954	20862894	20862894	-1	1.48988	protein_coding	1	1	0	weak
FBgn0035087	CG2765	chr2R	20847362	20852606	20852606	-1	91.77515	protein_coding	0	0	0	high
FBgn0034931	CG2812	chr2R	19812762	19814433	19812762	1	10.160715	protein_coding	0	0	0	mid
FBgn0031646	CG2837	chr2L	4903771	4906759	4906759	-1	3.94447	protein_coding	1	1	0	weak
FBgn0033240	CG2906	chr2R	3843655	3845762	3843655	1	3.47011	protein_coding	0	0	0	weak
FBgn0034689	CG2921	chr2R	17961043	17962842	17962842	-1	4.93665	protein_coding	0	0	0	weak
FBgn0037344	CG2926	chr3R	1405023	1414097	1414097	-1	61.24381	protein_coding	0	0	0	high
FBgn0030186	CG2962	chrX	10108891	10110675	10110675	-1	10.97275	protein_coding	1	1	0	mid
FBgn0030170	CG2990	chrX	9904536	9908312	9904536	1	1.387935	protein_coding	1	0	0	weak
FBgn0037521	CG2993	chr3R	3630387	3635736	3635736	-1	232.79346	protein_coding	0	1	0	high
FBgn0050007	CG30007	chr2R	5779496	5786018	5779496	1	20.560425	protein_coding	0	0	0	mid
FBgn0050010	CG30010	chr2R	5751156	5752081	5751156	1	1.027135	protein_coding	0	1	0	weak
FBgn0050022	CG30022	chr2R	7274663	7276282	7276282	-1	17.06095	protein_coding	1	1	0	mid
FBgn0050033	CG30033	chr2R	7180036	7181096	7180036	1	5.616865	protein_coding	0	0	0	weak
FBgn0050039	CG30039	chr2R	7938480	7939260	7939260	-1	6.77246	protein_coding	0	0	0	mid
FBgn0050047	CG30047	chr2R	8239298	8242918	8239298	1	14.20734	protein_coding	1	1	0	mid
FBgn0050054	CG30054	chr2R	8511231	8512857	8511231	1	12.985765	protein_coding	0	1	0	mid
